"url","group"
"http://www.vvc.edu/academic/automotive/pathway-smog-inspection-repair-technician.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/pathway-transmission-transaxle-technician.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/program-learning-outcomes.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/pt-faculty.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/satisfying-the-auto-50-prerequisite.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/steve-coultas.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/steven-lucas.shtml","Automotive"
"http://www.vvc.edu/academic/automotive/todd-kuhns.shtml","Automotive"
"http://www.vvc.edu/tix","Auxiliary"
"http://www.vvc.edu/academic/aviation-tech","Avivation"
"http://www.vvc.edu/academic/aviation-tech/arthur-gee.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/aviation-classes-and-certificates.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/aviation-soars-to-new-heights.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/aviation-technology-interest-form.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/faculty.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/index.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/location-directions.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/skillsusa-2016-state-champions.shtml","Avivation"
"http://www.vvc.edu/academic/aviation-tech/video-tour.shtml","Avivation"
"http://www.vvc.edu/offices/bsk","BasicSkill"
"http://www.vvc.edu/offices/bsk/faculty-staff.shtml","BasicSkill"
"http://www.vvc.edu/offices/bsk/index.shtml","BasicSkill"
"http://www.vvc.edu/academic/biology","Biology"
"http://www.vvc.edu/academic/biology/Adjunct_faculty.htm","Biology"
"http://www.vvc.edu/academic/biology/Adjunct_faculty.htm ","Biology"
"http://www.vvc.edu/academic/biology/Adjunct_faculty.shtml","Biology"
"http://www.vvc.edu/academic/biology/biologyclub.htm/Biology club home page.htm","Biology"
"http://www.vvc.edu/academic/biology/biologyclub.shtml","Biology"
"http://www.vvc.edu/academic/biology/bloodhound-club.shtml","Biology"
"http://www.vvc.edu/academic/biology/bloodhound-club","Biology"
"http://www.vvc.edu/academic/biology/faculty.shtml","Biology"
"http://www.vvc.edu/academic/biology/herbarium.shtml","Biology"
"http://www.vvc.edu/academic/biology/index.shtml","Biology"
"http://www.vvc.edu/academic/biology/Lab Tech.htm","Biology"
"http://www.vvc.edu/academic/biology/Lab_Tech.shtml","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/MacKay's_edu_and_teaching_exp.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Malaysia_and_Borneo_photos.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Micro outline spring_06.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Micro_syllabus_spring_06.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/pamshome.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Peru syllabus.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Peru_course_outline.htm","Biology"
"http://www.vvc.edu/academic/biology/MacKayP2/Peru_info_and_itinerary.htm","Biology"
"http://www.vvc.edu/academic/biology/Naveen-Jalota.shtml","Biology"
"http://www.vvc.edu/academic/biology/PamelaMackay.shtml","Biology"
"http://www.vvc.edu/academic/biology/RhondaAlexander.shtml","Biology"
"http://www.vvc.edu/offices/president/agendas10.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas11.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas12.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas13.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas14.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas15.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas16.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas17.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas18.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas19.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas20.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas2002-2006.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas2007.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas2008.shtml","BOT"
"http://www.vvc.edu/offices/president/agendas2009.shtml","BOT"
"http://www.vvc.edu/academic/business_administration","BusinessAdmin"
"http://www.vvc.edu/academic/business_administration/faculty.shtml","BusinessAdmin"
"http://www.vvc.edu/academic/business_administration/index.shtml","BusinessAdmin"
"http://www.vvc.edu/academic/business_education_technologies","BusinessAdmin"
"http://www.vvc.edu/academic/business_education_technologies/faculty.shtml","BusinessAdmin"
"http://www.vvc.edu/academic/business_education_technologies/index.shtml","BusinessAdmin"
"http://www.vvc.edu/academic/business_education_technologies/lab.shtml","BusinessAdmin"
"http://www.vvc.edu/academic/business_education_technologies/Mike Kwan.shtml","BusinessAdmin"
